startingleadership_title;Starting Leadership.;;;;;;;;;;;;x;;;
startingleadership_desc;Lets you start with some generals.;;;;;;;;;;;;x;;;
notechs_title;Starting Techs.;;;;;;;;;;;;x;;;
notechs_desc;If you don't have starting techs defines then this will give you some.;;;;;;;;;;;;x;;;
phi_becomestate_NEWS_LONG;The fighting in the Phillipines has finally ended! After a long and gruelling geurilla war between the remaining American and Japanese forces the American forces stand victorious. The frequent importation of American troops and material during the 15 year long struggle has lead to a dependence and fraternal relationship between the Phillipine people and the American Military Administration. With peace finally returning to the islands the Phillipine Civil Government has formally requested statehood with the American government, with a swift approval strongly expected.;;;;;;;;;;;;x;;;
phi_becomestate_NEWS_MEDIUM;The Phillipines has been granted statehood! After a gruelling 15 year guerilla war recently won with the continued American support, the Phillipines has opted to join the Union!;;;;;;;;;;;;x;;;
phi_becomestate_NEWS_SHORT;All welcome the new 50th state!;;;;;;;;;;;;x;;;
EVTDESC500016_NEWS_LONG;The fighting in the Phillipines has finally ended! After a long and gruelling geurilla war between the remaining American and Japanese forces the American forces stand victorious. The frequent importation of American troops and material during the 15 year long struggle has lead to a dependence and fraternal relationship between the Phillipine people and the American Military Administration. With peace finally returning to the islands the Phillipine Civil Government has formally requested statehood with the American government, with a swift approval strongly expected.;;;;;;;;;;;;x;;;
EVTDESC500016_NEWS_MEDIUM;The Phillipines has been granted statehood! After a gruelling 15 year guerilla war recently won with the continued American support, the Phillipines has opted to join the Union!;;;;;;;;;;;;x;;;
EVTDESC500016_NEWS_SHORT;All welcome the new 50th state!;;;;;;;;;;;;x;;;
demorus_title;Unite with the Russian Federal Republic.;;;;;;;;;;;;x;;;
demorus_desc;Some like minded groups have formed alongside us during the fall of the Soviet Union. Our differences are negligible and our relationship amiciable; we should unite!;;;;;;;;;;;;x;;;
westalaska_title;The West Alaskan Government forms!;;;;;;;;;;;;x;;;
westalaska_desc;After a lengthy process we have finally kicked the haunting vistages of communism out of the region. We can finally unite the people under a democratic flag. The Americans have been a continued source of economic assistance during this endeavor, what's more suitable than for us to declare ourselves the Republic of West Alaska!;;;;;;;;;;;;x;;;
ciafunding_title;American Funding.;;;;;;;;;;;;x;;;
ciafunding_desc;Some men from overseas today arrived and informed us that a few polititians in America believe there is something worth salvaging in the remains of Russia. They claim that if we pay a little lip service to the American government then they can convince these polititians to approve economic assistance to us.;;;;;;;;;;;;x;;;
shippurchase_title;American ship purchase.;;;;;;;;;;;;x;;;
shippurchase_desc;Our naval facilities cannot keep up with our larger neighbours; it is necessary to rely on our foreign friends to make up for the gap.;;;;;;;;;;;;x;;;
WA_capital_title;Pride of the Fleet.;;;;;;;;;;;;x;;;
WA_capital_desc;What we cannot make up for in quantity, we will make up for in quality! It is time we pool our resources towards a mighty ship worthwhile of being our pride!;;;;;;;;;;;;x;;;
Form_SCA_title;Form the North Sea Pragmatic Alliance.;;;;;;;;;;;;x;;;
Form_SCA_desc;Despite our differences all North Sea countries face perilous threats to our independence. We should unite for the purpose of mutual defense!;;;;;;;;;;;;x;;;
synthrubber_factory; Synthetic Rubber Factory;;;;;;;;;;;;x;;;
rus_uni;Russian Unification;;;;;;;;;;;;x;;;
rus_uni_short;Russian Unification of $STATE$;;;;;;;;;;;;x;;;
rus_uni_setup;Acquire $STATE$;;;;;;;;;;;;x;;;
tiny_conquest;Tiny Conquest;;;;;;;;;;;;x;;;
tiny_conquest_short;Annex $RECIPIENT$;;;;;;;;;;;;x;;;
tiny_conquest_setup;Annex $RECIPIENT$;;;;;;;;;;;;x;;;
acquire_capital;Take Capital;;;;;;;;;;;;x;;;
acquire_capital_short;Take $RECIPIENT$ capital;;;;;;;;;;;;x;;;
acquire_capital_setup;Take $RECIPIENT$ capital;;;;;;;;;;;;x;;;
negotiated_transfer;Negotiated Transfer;;;;;;;;;;;x
place_in_the_sun_alt_desc;Aquire an enemy §Ycolonial state§W;Prendre un §YÉtat colonial§W ennemi;Erobern Sie einen feindlichen §YKolonialstaat§W.;;Adquirir un §Yestado colonial§W enemigo;;;;;;;;;x
event500216desc;With the advent of the Watergate scandal and Nixon's spying on the NPP, John F. Kennedy has stepped up from the office of Vice-President to assure the public and lead the country out of these uncertain times.;x
event500217desc;The nation is in mourning today as President John F. Kenendy was assasinated in Dallas during a public parade. The assailant is yet to be captured and speculation on the motive of the shooting has raged wildly from a militant reaction to the American interventionism in Guyana or even possibly to J.F.K.'s support of the civil rights act.;x
india_famine_averted_desc;There is a widespread fear of a repetition of the famines of 1900 and 1943. There are many seemingly unfounded reports of agricultural production shortfalls and the byzantine bureaucratic system of the "Permit Raj" has stalled attempts at industrialization in fear of instigating a full blown famine. Now that the Azad Hind government has been dealt with we have the opportunity to investigate this problem. §GThis will allow factory building political parties.;x
afg_inherit_desc;The border states we claimed from the British Raj in the collapse of the British empire have been held under special administration for long enough. It is time to integrate them as full states of our nation.;x
afg_accept_desc;Afghanistan and Pakistan are both Sunni Muslim. In the absence of their own independent state they flock to us as our brethren.;x
india_famine_averted_title;Address the Famine Crisis;x
afg_inherit_title;Integrate the Border States;x
afg_accept_title;All Sunni's under the sun;x
event500223desc;Military police and the national intelligence agency has discovered numerous agents of the Azad Hind government embedded into key areas of the Indian government. It has been discovered that the entire threat of famine was invented through a complex scheme of clandestine propaganda! The nation's fear has been alieviated as normal economic activity returns.;x
hnd_nerf_desc;The southern Tamil people have long since desired independence from the northern populations. They are generally more wealthy and have a higher standard of living. They view the northern Rajput as parasites keeping them down.;x
hnd_paranoia;Agricultural Rationing;x
hnd_paranoia_desc;There are many seemingly unfounded reports of agricultural production shortfalls throughout India. This has lead to a paranoia induced rationing of agricultural products by municipalities nationwide. The resulting austerity has lead many would-be parents to hold off on adding any new mouths to feed to their family.;x
gsc_nor;Conquered Norway;x
gsc_swe;Conquered Sweden;x
gsc_fin;Conquered Finland;x
gba_hun;Conquered Hungary;x
gba_rom;Conquered Romania;x
gba_bul;Conquered Bulgaria;x
glo_net;Conquered Netherlands;x
glo_bel;Conquered Belgium;x
gfr_fra;Conquered France;x
gfr_bri;Conquered Brittany;x
gfr_swi;Conquered Switzerland;x
gsc_accepted_title;Proclaim the SS Scandinavian state!;x
gba_accepted_title;Proclaim the SS Balkan state!;x
gfr_accepted_title;Proclaim the SS Gaullic state!;x
glo_accepted_title;Proclaim the SS Benelux state!;x
gsc_accepted_desc;As we have conquered the Scandinavian nations we are in position to place ourselves as the true national state of the consituent nations. §RThis is a one time decision. You can either take it early or wait to try and get all of the cultures accepted.;x
gba_accepted_desc;As we have conquered the Balkan nations we are in position to place ourselves as the true national state of the consituent nations. §RThis is a one time decision. You can either take it early or wait to try and get all of the cultures accepted.;x
gfr_accepted_desc;As we have conquered the Gaullic nations we are in position to place ourselves as the true national state of the consituent nations. §RThis is a one time decision. You can either take it early or wait to try and get all of the cultures accepted.;x
glo_accepted_desc;As we have conquered the Benelux nations we are in position to place ourselves as the true national state of the consituent nations. §RThis is a one time decision. You can either take it early or wait to try and get all of the cultures accepted.;x
event500233desc;The overwhelming perception of the Malta Conference among Italian Politics is that of utter failure. The lack of proper resolution and the acquiescence of demands to the former Triumvirate members has lead many in the government to doubt the leadership of Il Duce Galeazzo Ciano and to call for a conference in Verona to debate the future of the Italian Empire.\nThe tension in Verona is intense as Il Duce Ciano has to contend with not only his §Ghardliner opponents in the National Fascist Party who have organized themselves into a political faction dubbing themselves the "Quadrumvirate"§!, but also the §Bdemocratic reformist ideals of the Italian monarch King Umberto II §!who has found himself much support in the armed forces and the more pragmatic members of the party. §RMeanwhile, in the shadows of the conference the Red Brigade organization awaits with baited breath an opportune moment to strike and coup the whole government for their goal of Italian socialist freedom.§!\n\n\n\n§!To be more specific: §GPassing one reform will lead to a fascist party. §!Passing two reforms will lead to us keeping our current party. §BPassing 3 reforms will lead to us becoming a constitutional monarchy. §RPassing no reforms will lead to a Socialist Coup!§!\nThere will be three rounds of negotiations during the conference.;x
event500234desc;The Verona Conference continues as debate rages over voting rights.\nKing Umberto II wants an expansion of voting rights to more of the public, and the support he has gathered makes overruling such an action impossible without the support of the Quadrumvirate, who have personal political demands themselves.;x
event500235desc;The Verona Conference continues as debate rages over congressional appointments.\nKing Umberto II wants party deputies and ministers to be directly elected by the public, and the support he has gathered makes overruling such an action impossible without the support of the Quadrumvirate, who have personal political demands themselves.;x
event500236desc;The Verona Conference continues as debate rages over party rights.\nKing Umberto II wants an easement on the political suppression of groups outside of the National Fascist Party, and the support he has gathered makes overruling such an action impossible without the support of the Quadrumvirate, who have personal political demands themselves.;x
event500237desc;Il Duce Ciano is no more. With his continued reliance on the Quadrumvirate to oppose reforms presented by Umberto II, Ciano has passed a sufficient amount of political power over to them to allow them to dipose him with a vote of no confidence in the National Fascist Congress. Fully in control of the nation the Quadrumvirate now aims to fully enforce Mussolini's core tenets once more.;x 
event500238desc;Calm has passed over Verona as many of the National Fascist Party hardliners have been appeased by Il Duce's calm and expert political manoeuvering, evaporating the Quadrumvirate's party support. With King Umberto II pleased with the moderate reforms it seems as if all opposition to Il Duce's conservative rule has been pacified.;x
event500239desc;A stunning display has occured in Verona as many leading figures in the National Fascist Party, including Il Duce Ciano himself, have been arrested by the King Umberto II and his supporters in the armed forces. Umberto II, emboldened by his success in the Verona conference, has announced the restoration of popular voting and the traditional Italian monarchy.;x
event500240desc;A stunning display has occured in Verona as many leading figures in the National Fascist Party, including Il Duce Ciano himself, have been killed in an act perpetrated by the Italian Red Brigade organization. The King Umberto II has been whisked away to safety abroad by his supporters in the armed forces, leaving a power vacuum open in the paralyzed government for the Italian Red Brigade organization to sieze in short fashion. The socialist organization which has been fighting in secret since the Second World War has declared themselves the vanguard party of the new Italian state and has announced popular elections for the recently organized central committee.;x
CHI_mobnerf;Forced Disarmament;x
NORMAL_WAR_NPA;Battle for $SECOND_COUNTRY$;x
AGRESSION_WAR_NPA;Battle for $SECOND_COUNTRY$;x
YNN_001;East Yunnan;x
npa_cooldown;Army Integration;x
china_border_conflict_response;Chinese Border Conflict;x
china_border_conflict_response_short;Annex $RECIPIENT$;x
china_border_conflict_response_desc;Both the N.P.A. and the Reorganized Chinese government will attempt to annex the target country.;x
china_border_conflict_response_setup;Both the N.P.A. and the Reorganized Chinese government will attempt to annex $RECIPIENT$;x
china_border_conflict;Chinese Border Conflict;x
china_border_conflict_short;Annex $RECIPIENT$;x
china_border_conflict_desc;Both the N.P.A. and the Reorganized Chinese government will attempt to annex the target country.;x
china_border_conflict_setup;Both the N.P.A. and the Reorganized Chinese government will attempt to annex $RECIPIENT$;x
gaw_war;Civil War;x
gaw_war_setup;End the war by reuniting our nation under a common banner again.;x
gaw_war_desc;Your nation is in a state of civil war;x
gaw_war_short;Unite the nation;x
china_status_quo;Status Quo;x
china_status_quo_setup;All we ask is to be left alone;x
china_status_quo_desc;Attempt to intervene in a war, neglecting any side to fulfill their §Ywargoals§W;x
china_status_quo_short;Status Quo;x
AGRESSION_WAR_HUMILIATE_NAME;$ORDER$$FIRST$-$SECOND$ War of Honor;$ORDER$ guerre pour l'honneur $FIRST$-$SECOND$;$ORDER$$FIRST$-$SECOND$ Krieg der Ehre;;;;;;;;;;;x
XIN_001;North Xinjiang;x
npa_merge_first_title;Integrate the 24th Army Group Command;x
npa_merge_second_title;Integrate the 40th Army Group Command;x
chi_go_west_title;Militarize the Western Frontier;x
start_gaw_title;The Great Asian War!;x
npa_merge_first_desc;After the fall of Nanjing many army groups formerly allied to Chiang Kai-shek followed the same long march west that they had previously inflicted on Mao Zedong and his followers. The 24th Army Group is one such group that has maintained its military cohesion since then. If Long Yun and the N.P.A. are to unify China, we must reach out to them! §RWhile you have the integration modifier you will be unable to initiate any new border wars.;x 
npa_merge_second_desc;After the fall of Nanjing many army groups formerly allied to Chiang Kai-shek followed the same long march west that they had previously inflicted on Mao Zedong and his followers. The 40th Army Group is one such group that has maintained its military cohesion since then. If Long Yun and the N.P.A. are to unify China, we must reach out to them! §RWhile you have the integration modifier you will be unable to initiate any new border wars.;x
chi_go_west_desc;The Western Frontier is constantly being encroached upon by the rebelious Yunnan province. It is time we stop acting on the backfoot and take the initiateive against them, orders from Tokyo be damned! §RYou will be able to initiate border wars on the western frontier.;x
start_gaw_desc;All available preparations have been made. Armies have been raised and uprisings readied to strike. Now is the time to unify China! §RIf Japan's truce with the N.P.A. has expired then they will receive a call to arms from the Reorganized Chinese Government!;x
annex_onega_title;Integrate the Onega garrison;x
annex_onega_desc;The Onega garrison has served its purpose in defending Finland from the Russian hordes. Now it is time for it to be part of Finland proper. §RKeep in mind that the Onega garrison has events to keep forts in Onega 1 level above Finland's fort tech. §BAdditionally, if we lose Karelia and Leningrad for any reason we will receive a large militancy and research penalty for 5 years!;x
strat_mob;Strategic Mobility;x
strat_mob_desc; ;x
finish_gaw_title;Peace in Asia!;x
ynn_to_manchu_title;Reclaim the Last Pieces!;x
chi_to_wester_title;Clean out the Steppes!;x
finish_gaw_desc;Now that we've defeated our enemies we can proclaim ourselves as the legitimate government of China!;x
ynn_to_manchu_desc;Although we've defeated the traitors in Nanjing, Japan still holds Manchuria and our coast! We must drive them out and unify all of China!;x
chi_to_wester_desc;Although we've defeated the rebels in Yunnan, some separatist holdouts remain in the far western reaches of the steppes and the mountains of Tibet.;x
event500244desc;Our enemies have ignored our ultimatum and we will now carry out our threat!;x
event500245desc;We have recieved a nuclear launch from $FROMCOUNTRY$!\nWe must return fire!\n§RAny members of our sphere who have been sieged more than 50% will not be able to contribute to the strike.;x
event500246desc;Our enemies in $FROMCOUNTRY$ have refused to acknowledge our nuclear ultimatum! We will now ready our weapons and strike at them immediately!\n§RThe nuclear strike and its response will target all sphere members of the involved spheres. If any country has its territory in a continent sieged down 50% by the end of the 12 month launch timer then they will not be counted as having range from that continent, weakening the nuclear strikes range.;x
nuclear_countdown;Nuclear Launch Countdown;x
nuke_light_1;Light Nuclear Fallout 1;x
nuke_light_2;Light Nuclear Fallout 2;x
nuke_light_3;Light Nuclear Fallout 3;x
nuke_medium_1;Medium Nuclear Fallout 1;x
nuke_medium_2;Medium Nuclear Fallout 2;x
nuke_medium_3;Medium Nuclear Fallout 3;x
nuke_heavy_1;Heavy Nuclear Fallout 1;x
nuke_heavy_2;Heavy Nuclear Fallout 2;x
nuke_heavy_3;Heavy Nuclear Fallout 3;x
nuclear_threat;Issued nuclear threat;x
event500248desc;Our enemies in $FROMCOUNTRY$ have sent us an ultimatum! They say that in §Rtwelve months§! they will commit a nuclear strike against us and our sphere if we do not cease all hostilities between our spheres!\n§RIf any country has its territory in a continent sieged down 50% then they will not be counted as having range from that continent, greatly weakening the nuclear strike.\nIf we accept then both our spheres will white peace our current wars with eachother.\n\nDO NOT HOLD THIS EVENT IN MULTIPLAYER OR YOU WILL CAUSE A REHOST AND BE BANNED.;x
nuclear_threat_chain;Someone else is currently resolving a nuclear threat;x
enemy_sphere_marker;This is a self-expiring country flag. Please ignore.;x
event500249desc;Our sphere leader $FROMCOUNTRY$ has accepted a nuclear ultimatum from the sphere leader of someone we may be fighting with. This ultimatum required us to cease all hostilities at once.;x 
event500250desc;We have given our enemies a nuclear ultimatum to cease all hostilities between our spheres!;x
NORMAL_WAR_MISSILE_CRISIS_NAME;$SECOND$ Missile Crisis;x
AGRESSION_WAR_MISSILE_CRISIS_NAME;$SECOND$ Missile Crisis;x
missile_crisis;Disarm Nuclear Proxy State;;;;;;;;;;;;x;;;
missile_crisis_short;$RECIPIENT$ has their nuclear proxy sites removed and halts any nuclear development;;;;;;;;;;;;x;;;
missile_crisis_setup;$RECIPIENT$ has their nuclear proxy sites removed and halts any nuclear development;;;;;;;;;;;;x;;;
missile_crisis_desc;$RECIPIENT$ has their nuclear proxy sites removed and halts any nuclear development;x
establish_nuclear_proxy_title;Set up Nuclear Proxy Sites;x
establish_nuclear_proxy_desc;Nuclear proxy sites are nuclear weapon sites we can set up in countries we have diplomatic influence over. §RThey are controlled completely by us and are used in extending the reach of our nuclear strikes to the host nations continent and neighbouring continent. §!If the countries in question leave our sphere we will automatically remove our proxy sites.\nNations are more likely to say yes if they have jingoism as a war policy or if they have recently lost a war. They are very unlikely to say yes if they have pacisism as a war policy. They are very likely to say yes if they are our vassal.;x
primary_nukes;Possesses nuclear weapons;x
secondary_nukes;Hosts nuclear proxy sites;x
nuke_proxy_yes;Recently began hosting nuclear proxy sites;x
nuke_proxy_no;Recently rejected hosting nuclear proxy sites;x
remove_nuclear_proxy_title;Eject Nuclear Proxy Sites;x
remove_nuclear_proxy_desc;We have had enough of foreign powers using our country as the battlegrounds of armageddon! All foreign nuclear weapons must leave immediately!;x
has_nukes_secondary;Hosts Nuclear Proxy Sites.;x
event500029desc;$FROMCOUNTRY$ has ignored our warnings and is committed to intervention! Shall we commit nuclear retaliation? \n§RThe nuclear strike and its response will target all sphere members of the involved spheres. If any country has its territory in a continent sieged down 50% by the end of the 12 month launch timer then they will not be counted as having range from that continent, weakening the nuclear strikes range.;x
event500006desc;We have recieved an ultimatum regarding our intervention in the German civil war: \nCease your intervention immediately, or face the full nuclear wrath of the German nation! \n§RThe nuclear strike and its response will target all sphere members of the involved spheres. If any country has its territory in a continent sieged down 50% by the end of the 12 month launch timer then they will not be counted as having range from that continent, weakening the nuclear strikes range.;x
russia_anarchy;Russian Wasteland;x
ROM_1;Odessa;x
aryan;Aryan;x
ora_ai_fix;AI Unit Spawn Fix;x
event500258desc;Reports have slowly begun filtering down from the distant communes of Siberia. Religious fervor and general unrest among the isolated populace has lead to the unexpected unification of the northern wasteland under one Alexander Men, an orthodox priest from the region.;x
HND_2;Jubbulpore;x
HND_3;Raipur;x
rus_uni_substate;Russian Unification;;;;;;;;;;;;x;;;
rus_uni_substate_short;Russian Unification of $STATE$;;;;;;;;;;;;x;;;
rus_uni_substate_setup;Acquire $STATE$;;;;;;;;;;;;x;;;
URA_1;Orenburg;x
UKR_1;Chernigov;x
rar_solidify_title;A Russian Contender!;x
rus_solidify_title;A Russian Contender!;x
nuc_solidify_title;A Russian Contender!;x
wal_solidify_title;A Russian Contender!;x
nkv_solidify_title;A Russian Contender!;x
fed_solidify_title;A Russian Contender!;x
rar_solidify_desc;In the aftermath of the West Russian War what remained of the Soviet Union had been completely shattered, leaving squabbling warlords to fight over what remained of Russia. Despite outside observers thinking reunification impossible, we are in the unique position of being ready to take the first steps towards Russian reunification.;x
rus_solidify_desc;In the aftermath of the West Russian War what remained of the Soviet Union had been completely shattered, leaving squabbling warlords to fight over what remained of Russia. Despite outside observers thinking reunification impossible, we are in the unique position of being ready to take the first steps towards Russian reunification.;x
nuc_solidify_desc;In the aftermath of the West Russian War what remained of the Soviet Union had been completely shattered, leaving squabbling warlords to fight over what remained of Russia. Despite outside observers thinking reunification impossible, we are in the unique position of being ready to take the first steps towards Russian reunification.;x
wal_solidify_desc;In the aftermath of the West Russian War what remained of the Soviet Union had been completely shattered, leaving squabbling warlords to fight over what remained of Russia. Despite outside observers thinking reunification impossible, we are in the unique position of being ready to take the first steps towards Russian reunification.;x
nkv_solidify_desc;In the aftermath of the West Russian War what remained of the Soviet Union had been completely shattered, leaving squabbling warlords to fight over what remained of Russia. Despite outside observers thinking reunification impossible, we are in the unique position of being ready to take the first steps towards Russian reunification.;x
fed_solidify_desc;In the aftermath of the West Russian War what remained of the Soviet Union had been completely shattered, leaving squabbling warlords to fight over what remained of Russia. Despite outside observers thinking reunification impossible, we are in the unique position of being ready to take the first steps towards Russian reunification.;x
rus_unified;Russia has stabilized to the regional stage.;x
rar_formed_sov;W.R.R.F. Reformed the Soviet Union;x
rus_region_unify_title;Ural League goes East!;x
rus_region_unify_desc;Now that we've conquered the land west of the Urals we should get the land east of the Urals!;x
OCEANIA_1;Western Pacific Islands;x
OCEANIA_2;Southern Pacific Islands;x
puppet_boost;Vassal State;x
low_infamy;Low Infamy;x
medium_infamy;Medium Infamy;x
high_infamy;High Infamy;x
divine_mandated;Divine Mandate of Siberia has risen;x
WR_unify;West Russia is Unified;x
russian_integration_talks;Recently held integration conference;x
event500268desc;The Reichsbanner Schwarz-Rot-Gold, under the leadership of Willy Brandt, has successfully spread the cause of freedom throughout all of the German holdings in eastern Europe. Whether this will last only time will tell.\n§RGermany will get free CBs to free and take back their Puppets!;x
FEU_is_done;Eastern Europe has revolted!;x
germany_fights_feu;Restoration of Reichskommissariat;x
germany_fights_feu_short;$THIRD$ is freed and puppeted.;x
germany_fights_feu_setup;$THIRD$ is freed and puppeted.;x
NORMAL_WAR_FEU_LIBERATE_NAME;$ORDER$$FIRST$ War of $COUNTRY_ADJ$ Subjugation;x
AGRESSION_WAR_FEU_LIBERATE_NAME;$ORDER$$FIRST$ War of $COUNTRY_ADJ$ Subjugation;x
west_russia_unify_title;Unify West Russia;x
central_russia_unify_title;Unify Central Russia;x
east_russia_unify_title;Unify East Russia;x
west_russia_unify_desc;In the aftermath of the West Russian War what remained of the Soviet Union had been completely shattered, leaving squabbling warlords to fight over what remained of Russia. Despite outside observers thinking reunification impossible, we are in the unique position of being ready to take the first steps towards Russian reunification.;x
central_russia_unify_desc;In the aftermath of the West Russian War what remained of the Soviet Union had been completely shattered, leaving squabbling warlords to fight over what remained of Russia. Despite outside observers thinking reunification impossible, we are in the unique position of being ready to take the first steps towards Russian reunification.;x
east_russia_unify_desc;In the aftermath of the West Russian War what remained of the Soviet Union had been completely shattered, leaving squabbling warlords to fight over what remained of Russia. Despite outside observers thinking reunification impossible, we are in the unique position of being ready to take the first steps towards Russian reunification.;x
russian_integration_title;Begin integration talks;x
russian_integration_desc;As a leading power in the race to unify Russia we are in the unique position to unify our neighbors peacefully. By holding talks with those who are not too ideologically dissimilar to us they may opt to integrate into our government peacefully. §RThis has a higher chance of succeeding at high relations and if they are in our sphere. We may only integrate countries with the same government type who are our neighbours.;x
siberia_colonize_title;Restore order in central Siberia;x
siberia_colonize_desc;As the sole Russian state with a siginificant presence in central Russia we are in a prime position to bring organized government back to the people of Siberia;x
sov_form_title;Revive the Soviet Union!;x
sov_form_desc;We have managed to establish ourselves as a regional power in Russia. It is time to announce ourselves as the successor to the Soviet Union!;x
wru_form_title;Proclaim the Russian Republic!;x
wru_form_desc;Despite our shaky origins as collaborators to the German Wehrmacht during the days of the West Russian War, we have proven ourselves as capable anti-bolsheviks and the true protector of the Russian people.;x
nuc_expand_title;The Great Trial;x
nuc_expand_title;Having cemented ourselves as the dominant power over most of what remains of Russia, it is time to take our fight to the German menace!;x
alk_form_title;The West Alaskan Government forms!;x
alk_form_desc;After a lengthy process we have finally kicked the haunting vistages of communism out of the region. We can finally unite the people under a democratic flag. The Americans have been a continued source of economic assistance during this endeavor, what's more suitable than for us to declare ourselves the Republic of West Alaska!;x
rk_moscow_into_feu_title;Put Down the Slave Revolt!;x
rk_moscow_into_feu_desc;The Reichskommissariats of Eastern Europe have shown themselves to be incapable of establishing a secure Lebensraum for the German People and have been overrun in revolt! As the last remaining Reichskommissariat we must take matters into our own hands, orders from Berlin be damned!;x
osteuropa_title;Form the Osteuropa Reichskommissariat!;x
ss_osteuropa_title;Expand SS Recruitment;x
osteuropa_desc;Eastern Europe is firmly in our grasp and we now have the opportunity to mold the region into the proper German vision!;x
ss_osteuropa_desc;The Germanisation programs are simply not sustainable. In order to secure the Reichskommissariat we should start recruiting our security forces from the local population.;x
event500272desc;The ever encroaching influence of Italy has taken its toll on our country. Now they demand complete control over our foreign affairs! What should we do?;x
balkan_control_title;Dominance in the Balkans!;x
balkan_control_desc;The falling out between Mussolini and Hitler has lead to a competition of influence regarding the future of the Balkan states. With the advent of the German civil war Italy has clearly come out victorious. With Hungary and Bulgaria fully in our political grasp we can now cement our control. §RThis will puppet Hungary and Bulgaria if they are in our sphere!;x
ija_boosted_1;Reformed I.J.A. Draft Standards;x
brg_won;Burgundy Siezed the Demilitarized Zone;x
recently_lost_to_brg_title;Recover from the Franco-Burgundian War;x
recently_lost_to_brg_desc;The German occupation force has siezed the demilitarized zones of northern France. This has left us in a vulnerable position that we must recover from immediately!;x
carve_up_france;Intervene in France;x
carve_up_france_short;Acquire $STATE$ for $THIRD$.;x
carve_up_france_setup;Acquire $STATE$ for our puppet.;x
carve_up_france_desc;Expand our French puppet.;x
sov_puppets_title;Establish Soviet Socialist Republics;x
wru_accepteds_title;Liberators of Eastern Europe!;x
sov_puppets_desc;With our victory over Finland and the survival of the Kazakh S.S.R. over the decades we are now in a position to bring in our neighbours as fully fledged members of the Soviet Union.;x
wru_accepteds_desc;With our liberation of the bulk of the Russian people from the Communist menace complete, we can now turn our attention towards liberating the people of Eastern Europe from Fascism!;x
bormann_lr_title;Reestablish the Lebensborn Program;x
bormann_lr_desc;During the 1930's the Lebensborn program was an SS-initiated, state-supported, registered association in Nazi Germany with the stated goal of increasing the number of children born who met the Nazi standards of racially pure and healthy Aryans. Ever since the end of the post-war baby boom our fertility rates have been in decline, necessitating this program once again.;x
event500275desc;The Iberian Union has been plagued in the past decade by seperatist terrorist groups and general economic instability. Today the defederalist movements, which began as minor terrorist attacks in the Basque region, have escalated into a complete and open declaration of independence after the repeated failures of the federal government at keeping the situation under control. Sensing a lack of security in the union the Portugese government has also announced its intent to depart from the Iberian Union.;x
AGRESSION_WAR_PUPPET_NAME;$ORDER$War of $FIRST$ Control Over $SECOND_COUNTRY$;x
AGRESSION_WAR_PUPPET_NAME_SPA_POR;The Iberian Wars;x
NORMAL_WAR_CONQUEST_NAME_IBE_MOR;The Iberian Wars;x
AGRESSION_WAR_CONQUEST_NAME_IBE_MOR;The Iberian Wars;x
NORMAL_WAR_RESTORE_ORDER_NAME_SPA_CAT;The Iberian Wars;x
AGRESSION_WAR_RESTORE_ORDER_NAME_SPA_CAT;The Iberian Wars;x
NORMAL_WAR_RESTORE_ORDER_NAME_IBE_CAT;The Iberian Wars;x
NORMAL_WAR_RESTORE_ORDER_NAME_IBE_SPA;The Iberian Wars;x
NORMAL_WAR_RESTORE_ORDER_NAME_IBE_POR;The Iberian Wars;x
AGRESSION_WAR_RESTORE_ORDER_NAME_IBE_CAT;The Iberian Wars;x
AGRESSION_WAR_RESTORE_ORDER_NAME_IBE_SPA;The Iberian Wars;x
AGRESSION_WAR_RESTORE_ORDER_NAME_IBE_POR;The Iberian Wars;x
defederalist_rebels_name;Defederalist Rebels;x
defederalist_rebels_desc;Defederalist is a catch all label describing any groups opposing the Iberion union. This group mainly consists of minority separatists in Catalonia, Basque, and Galicia, along with democratic reformers in Spain itself. Should this group win, Catalonia and northern Spain will secede violently. In the wake of this instability Portugal will opt to depart from the union and Morocco will take advantage of the instability to declare independence.;x
defederalist_rebels_army;Terrorist Group;x
free_allies_sp;Free Allied Core;Libérer la population;Freies Volk;;Liberar pueblo;;;;;;;;;x;;;;
free_allies_sp_short;$THIRD$ acquires $STATE$;$THIRD$ prend $STATE$;$THIRD$ erwirbt $STATE$;;$THIRD$ adquiere $STATE$;;;;;;;;;x;;;;
free_allies_sp_setup;Hand $STATE$ back to $THIRD$ from $RECIPIENT$;Prendre $STATE$ à $RECIPIENT$ pour le rendre à $THIRD$;Geben Sie $STATE$ an $THIRD$ von $RECIPIENT$ zurück;;Arrebatar el estado de $STATE$ de manos de $RECIPIENT$ y devolvérselo a $THIRD$;;;;;;;;;x;;;;
free_allies_sp_desc;Free sphereling's core.;x
cornwall_funding;Cornwall funding fix;x
campaign_liberal_title;Democrat - RD Campaigning;x
campaign_conservative_title;Republican - RD Campaigning;x
campaign_socialist_title;Center Left - NPP Campaigning;x
campagin_fascist_title;Far Right NPP Campaigning;x
campaign_liberal_desc;Our population will gradually shift towards a liberal ideology.;x
campaign_conservative_desc;Our population will gradually shift towards a conservative ideology.;x
campaign_socialist_desc;Our population will gradually shift towards a socialist and communist ideology.;x
campagin_fascist_desc;Our population will gradually shift towards a fascist ideology.;x
peker_turkey;Peker's Industralization Reforms;x
